number,name,region,dong_id
46,욜로PC방 대구대실역점,대구광역시 달성군 다사읍,8
47,스마일PC,대구광역시 서구 원대동,3
48,미소PC,대구광역시 달서구 이곡동,3
49,마리오PC,대구광역시 수성구 두산동,6
50,우리집PC,대구광역시 수성구 두산동,6
51,팔공PC,대구광역시 달서구 용산동,3
52,맥스PC,대구광역시 동구 동호동,2
53,Lemon PC,대구광역시 수성구 두산동,6
54,낙원PC,대구광역시 서구 비산동,3
55,우정PC,대구광역시 달서구 죽전동,3
56,세븐슬롯PC,대구광역시 북구 관음동,5
57,팽 피씨 카페,대구광역시 중구 대봉동,1
58,꿀PC,대구광역시 달서구 상인동,3
59,보광,대구광역시 달서구 상인동,3
60,쩐PC,대구광역시 북구 복현동,5
61,말자PC,대구광역시 북구 노원동,5
62,잭팟PC,대구광역시 달서구 송현동,3
63,아쿠아PC,대구광역시 달서구 송현동,3
64,헤븐PC,대구광역시 북구 태전동,5
65,넘버원PC,대구광역시 서구 평리동,3
66,레드PC,대구광역시 동구 봉무동,2
67,드림PC,대구광역시 달서구 송현동,3
68,팡팡PC,대구광역시 달서구 송현동,3
69,한국PC,대구광역시 서구 평리동,3
70,럭키PC방,대구광역시 동구 불로동,2
71,골드PC,대구광역시 달서구 감삼동,3
72,바밤바PC,대구광역시 수성구 두산동,6
73,피씨더블유아레나(PC W ARENA),대구광역시 달서구 감삼동,3
74,킹PC,대구광역시 달서구 감삼동,3
75,대박PC,대구광역시 남구 봉덕동,4
76,럭키PC,대구광역시 수성구 상동,6
77,맥스PC,대구광역시 수성구 두산동,6
78,따봉,대구광역시 북구 매천동,5
79,송현PC,대구광역시 달서구 송현동,3
80,불장미 PC,대구광역시 남구 봉덕동,4
81,킹콩PC,대구광역시 수성구 신매동,6
82,나는게이머다PC방,대구광역시 달서구 도원동,3
83,럭키PC,대구광역시 서구 평리동,3
84,로얄PC,대구광역시 동구 율하동,2
85,그랜드피시(PC),대구광역시 남구 봉덕동,4
86,짱구PC,대구광역시 수성구 두산동,6
87,힐링(Healing) PC cafe,대구광역시 달서구 상인동,3
88,스타PC,대구광역시 수성구 두산동,6
89,로또 PC,대구광역시 달성군 현풍읍,8
90,두공주,대구광역시 동구 신암동,2
91,청구PC,대구광역시 동구 효목동,2
92,세븐PC,대구광역시 서구 내당동,3
93,에이스PC카페,대구광역시 달서구 성당동,3
94,팽피시카페 대천,대구광역시 달서구 대천동,3
95,세븐PC,대구광역시 북구 산격동,5
96,골드PC방,대구광역시 서구 비산동,3
97,행운PC,대구광역시 서구 내당동,3
98,에그PC,대구광역시 동구 효목동,2
99,레드포스PC 아레나 동성로점,대구광역시 중구 공평동,1
100,욜로pc방 대구본리직영점,대구광역시 달서구 본리동,3
101,일등PC,대구광역시 서구 비산동,3
102,해바라기PC방,대구광역시 북구 읍내동,5
103,쥬PC카페(ZOOPCCAFE),대구광역시 남구 봉덕동,4
104,신세계PC,대구광역시 동구 신암동,2
105,브이아이피(VIP) PC,대구광역시 달서구 월성동,3
106,욜로PC방대구중리점,대구광역시 서구 중리동,3
107,팡팡PC,대구광역시 남구 봉덕동,4
108,더듬이PC,대구광역시 남구 대명동,4
109,오엑스피씨(OX PC) 대구이곡동점,대구광역시 달서구 이곡동,3
110,헬로PC방,대구광역시 달서구 진천동,3
111,왔다PC,대구광역시 남구 대명동,4
112,홈런PC,대구광역시 달서구 성당동,3
113,샵(#)PC,대구광역시 북구 산격동,5
114,해운대PC,대구광역시 수성구 두산동,6
115,조은PC,대구광역시 동구 효목동,2
116,잭팟PC,대구광역시 달서구 이곡동,3
117,우즈피씨방(OOZE PC),대구광역시 수성구 두산동,6
118,반지피시,대구광역시 달서구 송현동,3
119,아쿠아pc,대구광역시 달서구 죽전동,3
120,황소게임방,대구광역시 북구 태전동,5
121,WATER PC,대구광역시 달성군 다사읍,8
122,마카오PC,대구광역시 중구 남산동,1
123,길,대구광역시 북구 태전동,5
124,럭키PC,대구광역시 수성구 두산동,6
125,욜로PC방대구두산점,대구광역시 수성구 두산동,6
126,엠PC,대구광역시 서구 비산동,3
127,바다PC,대구광역시 달서구 이곡동,3
128,리하이 피시카페(Re-Hi PC Cafe),대구광역시 달서구 장기동,3
129,욜로PC방 대구대봉직영점,대구광역시 중구 대봉동,1
130,팝콘PC,대구광역시 달성군 논공읍,8
131,욜로PC방 대구범물점,대구광역시 수성구 지산동,6
132,욜로 PC방 대구진천직영점,대구광역시 달서구 진천동,3
133,베테랑PC,대구광역시 남구 봉덕동,4
134,금나와라,대구광역시 달서구 상인동,3
135,칠성PC,대구광역시 북구 대현동,5
136,미쓰GO PC,대구광역시 서구 평리동,3
137,여우PC,대구광역시 동구 신천동,2
138,루비,대구광역시 북구 관음동,5
139,네이버(NAVER) PC,대구광역시 달서구 상인동,3
140,뷰티PC,대구광역시 남구 대명동,4
