title,year
2025년 하반기(9월) 신입사원 수시채용 - 제품기술(파우치),2025
2025년 하반기(9월) 신입사원 수시채용 - 생산기술기획,2025
2025년 하반기(9월) 신입사원 수시채용 - 제품기술(전극),2025
2025년 하반기(9월) 신입사원 수시채용 - 공정기술(전극),2025
2025년 하반기(9월) 신입사원 수시채용 - 설비기술(전극),2025
2025년 하반기(9월) 신입사원 수시채용 - 차세대전지 바이폴라전지,2025
2025년 하반기(9월) 신입사원 수시채용 - 차세대전지 황화물전고체전...,2025
2025년 하반기(9월) 신입사원 수시채용 - 차세대전지 패키징 폼팩터 ...,2025
2025년 하반기(9월) 신입사원 수시채용 - 차세대전지 Pack System 선...,2025
2025년 하반기(9월) 신입사원 수시채용 - BMS 기능안전,2025
2025년 하반기(9월) 신입사원 수시채용 - Data Engineering 검증,2025
2025년 하반기(9월) 신입사원 수시채용 - Data Engineering 개발,2025
2025년 하반기(9월) 신입사원 수시채용 - BMS 알고리즘 개발,2025
2025년 하반기(9월) 신입사원 수시채용 - BMS SW개발,2025
2025년 하반기(9월) 신입사원 수시채용 - BMS HW개발,2025
2025년 하반기(9월) 신입사원 수시채용 - 시뮬레이션,2025
2025년 하반기(9월) 신입사원 수시채용 - Pack/Module 안전성 선행 ...,2025
2025년 하반기(9월) 신입사원 수시채용 - Pack/Module설계,2025
2025년 하반기(9월) 신입사원 수시채용 - Cell기반 기술,2025
2025년 하반기(9월) 신입사원 수시채용 - 소재기술,2025
2025년 하반기(9월) 신입사원 수시채용 - 양극재기술,2025
2025년 하반기(9월) 신입사원 수시채용 - 수주/양산영업,2025
2025년 하반기(9월) 신입사원 수시채용 - 설비관리(전극),2025
2025년 하반기(9월) 신입사원 수시채용 - 생산운영(Cell),2025
2025년 하반기(9월) 신입사원 수시채용 - 원통형 Pack개발,2025
2025년 하반기(9월) 신입사원 수시채용 - 파우치형 Cell개발,2025
2025년 하반기(9월) 신입사원 수시채용 - 원통형 Cell개발,2025
2025년 하반기(9월) 신입사원 수시채용 - System개발,2025
2025년 하반기(9월) 신입사원 수시채용 - BMS SW,2025
2025년 하반기(9월) 신입사원 수시채용 - BMS HW,2025
2025년 하반기(9월) 신입사원 수시채용 - Pack개발,2025
2025년 하반기(9월) 신입사원 수시채용 - Cell개발,2025
2025년 하반기(9월) 신입사원 수시채용 - 설비기술(각형전지),2025
2025년 하반기(9월) 신입사원 수시채용 - 공정기술(각형전지),2025
2025년 하반기(9월) 신입사원 수시채용 - Cell개발(각형전지),2025
2025년 하반기(9월) 신입사원 수시채용,2025
[CDO] AI/빅데이터그룹 연구개발 경력 모집 - 제조지능화,2025
[CDO] AI/빅데이터그룹 연구개발 경력 모집 - AI기술개발,2025
[CDO] AI/빅데이터그룹 연구개발 경력 모집 - 데이터 과학,2025
[CDO] AI/빅데이터그룹 연구개발 경력 모집,2025
[CTO] Cell 집전체소재 연구개발 경력 모집,2025
[CTO] Cell 패키징소재 연구개발 경력 모집,2025
[CTO] Cell 패키징/집전체소재 연구개발 경력 모집,2025
[CTO] Cell 선행설비기술 연구개발 경력 모집,2025
[CTO] 차세대Cell 황화물계전고체전지 및 조립공정 연구개발 경력 모...,2025
[CTO] 차세대전지 Pack System 선행개발 경력 모집,2025
2025년 7월 신입사원 수시채용 - 환경안전(안전관리),2025
2025년 7월 신입사원 수시채용 - 환경안전(환경관리),2025
2025년 7월 신입사원 수시채용 - 공무/생산인프라,2025
2025년 7월 신입사원 수시채용 - 기술기획,2025
2025년 7월 신입사원 수시채용 - 투자기획,2025
2025년 7월 신입사원 수시채용 - 제조지능화(로봇),2025
2025년 7월 신입사원 수시채용 - 제조지능화(디지털트윈),2025
[CDO] AI/빅데이터그룹 연구개발 경력 상시 모집 - 비전AI기술개발,2026
[CDO] AI/빅데이터그룹 연구개발 경력 상시 모집 - AI Agent 개발,2026
[CDO] AI/빅데이터그룹 연구개발 경력 상시 모집 - AI기술개발,2026
[CDO] AI/빅데이터그룹 연구개발 경력 상시 모집,2026
2024년 하반기 R&D 산학장학생 상시 모집 - AI/빅데이터센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 제조지능화센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - BMS개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - Pack개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 분석센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - Cell선행개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 미래기술센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - ESS전지개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 소형전지개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 자동차전지개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집,2024
2024년 하반기(9월) R&D 신입사원 수시채용(DX),2024
2024년 하반기(9월) R&D 신입사원 수시채용(특허전략/출원),2024
2024년 하반기(9월) R&D 신입사원 수시채용(데이터 엔지니어링),2024
2024년 하반기(9월) R&D 신입사원 수시채용(진단 기술 개발),2024
[CSO] EaaS 솔루션 경력 모집,2025
[CSO] EaaS 해외사업 경력 모집,2025
2024년 하반기(10월) 생산기술 신입사원 수시채용 - 제조지능화,2024
2024년 하반기(10월) 생산기술 신입사원 수시채용 - 요소기술,2024
2024년 하반기(10월) 생산기술 신입사원 수시채용 - 설비기술 (파우...,2024
2024년 하반기(10월) 생산기술 신입사원 수시채용 - 설비기술 (원통...,2024
2024년 하반기(10월) 생산기술 신입사원 수시채용 - 설비기술 (기반),2024
2024년 하반기(10월) 생산기술 신입사원 수시채용 - 생산기술기획,2024
2024년 하반기(10월) 생산기술 신입사원 수시채용 - 공정기술,2024
2024년 하반기(10월) 생산기술 신입사원 수시채용,2024
2024년 하반기 R&D 산학장학생 상시 모집 - AI/빅데이터센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 제조지능화센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - BMS개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - Pack개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 분석센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - Cell선행개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 미래기술센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - ESS전지개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 소형전지개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 자동차전지개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집,2024
2024년 하반기 R&D 산학장학생 상시 모집 - AI/빅데이터센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 제조지능화센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - BMS개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - Pack개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 분석센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - Cell선행개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 미래기술센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - ESS전지개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 소형전지개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집 - 자동차전지개발센터,2024
2024년 하반기 R&D 산학장학생 상시 모집,2024
2024년 5월 R&D 신입사원 수시채용 - 딥러닝 모형 개발,2024
2024년 5월 R&D 신입사원 수시채용 - 데이터 과학 및 시계열 분석,2024
"2024년 5월 R&D 신입사원 수시채용 - 시계열예측 및 고도화, 구매/공...",2024
2024년 5월 R&D 신입사원 수시채용 - 차세대전지개발 (반고체전지/바...,2024
2024년 5월 R&D 신입사원 수시채용 - 차세대전지개발 (리튬황전지개...,2024
2024년 5월 R&D 신입사원 수시채용,2024
2024년 4월 R&D(CTO) 경력사원 모집 (BMS개발) - SOX알고리즘개발,2024
2024년 4월 R&D(CTO) 경력사원 모집 (BMS개발) - BMS HW설계/검증,2024
2024년 4월 R&D(CTO) 경력사원 모집 (BMS개발) - 기능안전,2024
2024년 4월 R&D(CTO) 경력사원 모집 (BMS개발),2024
2024년 상반기 R&D 산학장학생 상시 모집 (제조지능화센터),2024
2024년 상반기 R&D 산학장학생 상시 모집 (BMS개발센터),2024
2024년 상반기 R&D 산학장학생 상시 모집,2024
2024년 상반기 R&D 산학장학생 상시 모집 (제조지능화센터),2024
2024년 상반기 R&D 산학장학생 상시 모집 (BMS개발센터),2024
2024년 상반기 R&D 산학장학생 상시 모집,2024
2024년 3월 경력사원 모집 (CDO) - 제조지능화/가상계측,2024
2024년 3월 경력사원 모집 (CDO) - Data Science,2024
2024년 3월 경력사원 모집 (CDO) - AI기술개발/Data 분석,2024
2024년 3월 경력사원 모집 (CDO),2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 차세대전지 개발,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 자동보정,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 제조데이터솔루션,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - Data Scientist,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - Data Engineering,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 데이터 분석,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 예측 모형 개발,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 시계열예측 및 최적화,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 특허전략/출원,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 전지분석,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 시뮬레이션,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 선행Pack/Module설계,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - Pack/Module제품설계/...,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - Cell미래/기반기술,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 소재기술,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 양극재기술,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 파우치형 Cell개발,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 원통형 Pack개발,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 원통형 Cell개발,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - Cell개발,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - Module/Pack 개발,2024
2024년 상반기(3월) R&D 신입사원 수시채용 - 제품시험(Validation &...,2024
2024년 상반기(3월) R&D 신입사원 수시채용,2024
2023년 10월 R&D(CTO) 경력사원 모집 (Pack)-Pack 제품설계,2023
2023년 10월 R&D(CTO) 경력사원 모집 (Pack)-Pack1(EV 모듈),2023
2023년 10월 R&D(CTO) 경력사원 모집 (Pack)-열유동해석,2023
2023년 10월 R&D(CTO) 경력사원 모집 (Pack)-Pack 공정/설비기술,2023
2023년 10월 R&D(CTO) 경력사원 모집 (Pack)-Pack소재개발,2023
2023년 10월 R&D(CTO) 경력사원 모집 (Pack)-시스템검증(데이터지능...,2023
2023년 10월 R&D(CTO) 경력사원 모집 (Pack)-시스템검증(안전제어/시...,2023
2023년 10월 R&D(CTO) 경력사원 모집 (Pack)-시스템검증(방법론/검증),2023
2023년 10월 R&D(CTO) 경력사원 모집 (Pack)-제품시험검증,2023
2023년 10월 R&D(CTO) 경력사원 모집 (Pack)-전장부품설계,2023
2023년 10월 R&D(CTO) 경력사원 모집 (Pack)-Pack 모듈설계,2023
2023년 10월 R&D(CTO) 경력사원 모집 (Pack)-IT Pack개발,2023
2023년 10월 R&D(CTO) 경력사원 모집 (Pack)-Pack공정설계/기술,2023
2023년 10월 R&D(CTO) 경력사원 모집 (Pack),2023
[CTO] BMS 알고리즘 개발 경력 모집,2025
[CTO] BMS SW 개발 경력 모집,2025
[CTO] BMS SW 개발 경력 모집,2025
[CTO] BMS 알고리즘 개발 경력 모집,2025
[CTO] BMS SW 개발 경력 모집,2025
[CTO] BMS SW/알고리즘 개발 경력 모집,2025
2025년 하반기 R&D 산학장학생 상시 모집 - AI/빅데이터,2025
2025년 하반기 R&D 산학장학생 상시 모집 - 제조DX,2025
2025년 하반기 R&D 산학장학생 상시 모집 - BMS개발,2025
2025년 하반기 R&D 산학장학생 상시 모집 - 분석,2025
2025년 하반기 R&D 산학장학생 상시 모집 - Pack선행개발,2025
2025년 하반기 R&D 산학장학생 상시 모집 - Cell선행개발,2025
2025년 하반기 R&D 산학장학생 상시 모집 - 미래기술,2025
2025년 하반기 R&D 산학장학생 상시 모집 - ESS전지개발,2025
2025년 하반기 R&D 산학장학생 상시 모집 - 소형전지개발,2025
2025년 하반기 R&D 산학장학생 상시 모집 - 자동차전지개발,2025
2025년 하반기 R&D 산학장학생 상시 모집,2025
[ESS전지] BMS HW/SW 개발 경력 모집 - BMS SW설계 검증,2025
[ESS전지] BMS HW/SW 개발 경력 모집 - BMS HW설계 검증,2025
[ESS전지] BMS HW/SW 개발 경력 모집,2025
[CTO] BMS SW 개발 경력 모집,2025
[CTO] BMS 알고리즘 개발 경력 모집,2025
[ESS전지] 전장제품설계 경력 모집,2025
2025년 1월 경력사원 모집 (EaaS R&D IT DX),2025
2024년 12월 R&D 경력사원 모집 (ESS전지 ESS전력시스템개발),2025
2024년 6월 R&D(CTO) 경력사원 모집 (BMS개발),2024
2024년 6월 R&D(CTO) 경력사원 모집 (BMS개발) - 진단기술,2024
2024년 6월 R&D(CTO) 경력사원 모집 (BMS개발) - 기능안전,2024
2024년 6월 R&D(CTO) 경력사원 모집 (BMS개발) - SW 설계/검증,2024
2024년 6월 R&D(CTO) 경력사원 모집 (BMS개발) - HW 설계/검증,2024
2024년 5월 경력사원 모집 (제조지능화),2024
[CSO] EaaS 솔루션 경력 모집,2025
2024년 12월 경력사원 모집 (머신비전),2024
2024년 6월 경력사원 모집 (CDO),2024
2024년 상반기 R&D 산학장학생 상시 모집 (AI/빅데이터센터),2024
2024년 상반기 R&D 산학장학생 상시 모집 (AI/빅데이터센터),2024
2024년 3월 경력사원 모집 (CDO) - 제조지능화/머신비전,2024
2024년 3월 경력사원 모집 (CDO) - AI기술개발/AI 모형 개발,2024
2024년 3월 경력사원 모집 (CDO) - AI기술개발/Gen AI,2024
2024년 3월 경력사원 모집 (CDO) - AI기술개발/최적화,2024
2024년 3월 경력사원 모집 (CDO) - AI기술개발/LLM,2024
[CSO] B2C서비스 시스템 개발/운영 경력 모집,2025
[CSO] KooRoo사업 경력 모집,2025
[CSO] KooRoo사업 경력 모집,2025
[CSO] KooRoo사업 경력 모집,2025
[CSO] KooRoo사업 경력 모집,2025
2023년 8월 R&D(CTO) 경력사원 모집 (BMS) - Backend Infra개발,2023
2023년 8월 R&D(CTO) 경력사원 모집 (BMS) - iOS App개발,2023
2023년 8월 R&D(CTO) 경력사원 모집 (BMS) - 진단개발,2023
2023년 8월 R&D(CTO) 경력사원 모집 (BMS) - BMS SW개발,2023
2023년 8월 R&D(CTO) 경력사원 모집 (BMS) - BMS HW개발,2023
2023년 8월 R&D(CTO) 경력사원 모집 (BMS) - Sox알고리즘개발,2023
2023년 8월 R&D(CTO) 경력사원 모집 (BMS) - 전력변환시스템개발,2023
2023년 8월 R&D(CTO) 경력사원 모집 (BMS) - Data분석,2023
2023년 8월 R&D(CTO) 경력사원 모집 (BMS) - TPM,2023
2023년 8월 R&D(CTO) 경력사원 모집 (BMS),2023
2023년 8월 R&D(CTO) 경력사원 모집 (기술전략) - 대외기술협력,2023
2023년 8월 R&D(CTO) 경력사원 모집 (기술전략) - R&D 시스템,2023
2023년 8월 R&D(CTO) 경력사원 모집 (기술전략),2023
